student_preference,lecturer_topics,match
I am passionate about Cellular-connected drones and want to explore more in this field.,"['Synthesis and Characterization of Carbonaceous Materiels', 'Engineering Physics', 'Cellular-connected drones']",1
I am eager tuild a career in Artificial Intelligent and Big Data Analytics.,"['Digital transformation', 'Engineers in Society', 'Artificial Intelligent and Big Data Analytics']",1
"I want to contribute to innovative solutions in Generative AI, Prompt Engineering, GenAI for Developers, GenAI API.","['Quantum Computing', 'Human Computer Interaction', 'Certified Hacking Forensic Investigator']",0
I want to work on projects related to Sensors and embedded systems.,"['Introduction to Microcontroller', 'Industrial Automation', 'Sensors and embedded systems']",1
I am eager tuild a career in Information Security Analysis.,"['Electrochemical Conversions', 'Computer-aided molecular design', 'Separation Processes']",0
I am fascino collaborate on research in Algorithm Analysis and Design.,"['Structural engineering', 'Vibrations', 'Solid and Fluid Mechanics']",0
I am excited to explore the latest advancements in Advanced Software System Design and Architecture.,"['Digital Electronics', 'MAT1024 Linear Algebra and Applications', 'Advanced Software System Design and Architecture']",1
I am interested in learning about Data Visualization and its applications.,"['Electricity and Magnetism', 'Separations', 'Data Visualization']",1
I want to bated by Autonomous Vehicles and its potential to solve real-world problems.,"['AI and Learning Algorithms: Machine Learning, Deep Learning', 'Information Technology Operation Management', 'Autonomous Vehicles']",1
I am passionate about Nanotechnology: Synthesis of h-BN for neutron sensing and antimicrobial applications . and want to explore more in this field.,"['Electrochromic Supercapacitor', 'AI applications for industrial optimization', 'Sustainable technology']",0
I am passionate about Biochemical/ Bioprocess Engineering and want to explore more in this field.,"['Biochemical Processes', 'Quantum Chemistry', 'Biochemical/ Bioprocess Engineering']",1
I want to gain hands-on experience in Business Information System.,"['Radioanalytical techniques for characterisation of media', 'Computational intelligence', 'Business Information System']",1
I am passionate about Heat Transfer and want to explore more in this field.,"['Thermodynamics', 'Synthesis and Characterization of Carbonaceous Materiels', 'Energy planning for greenhouse gases emission reduction']",0
I am interested in learning about Activated carbon and its applications.,"['Research Project', 'High-speed computer and Telecommunications networks', 'Activated carbon']",1
I am interested in learning about Wastewater treatment technologies and its applications.,"['Sustainable Energy & Environmental Sustainability', 'Operations Research', 'Sensor Technology']",0
I want to work on projects related to Sustainable smart city.,"['Pharmaceutical Technology', 'Solar Energy', 'Applied Machine Learning']",0
I am excited to explore the latest advancements in Entrepreneurship.,"['Semiconductors for optoelectronic applications', 'Polymer recycling', 'Microprocessor Technology']",0
I am eager tuild a career in Vibrations.,"['Discrete Mathematics', 'Pharmaceutical Technology', 'ICT in Environment']",0
I am passionate about Network modelling and simulation and want to explore more in this field.,"['Knowledge Management', 'Digital Hardware Design', 'Network modelling and simulation']",1
I am passionate about Digital Electronics and want to explore more in this field.,"['High-Performance Computing', 'Electrical machines', 'Numerical Methods for Civil Engineers']",0
I want to gain hands-on experience in Energy and environmental physics.,"['Infrastructure and natural resources management', 'Movement Detection', 'Energy storage system and renewable energy integration']",0
I am eager tuild a career in Agro-industrial system optimisation.,"['Organic Chemistry', 'Engineering drawing', 'Agro-industrial system optimisation']",1
I am eager tuild a career in Behavioral Science.,"['Nanomaterials', 'Business Intelligence', 'Sustainability']",0
I am fascino collaborate on research in Introduction to Environmental Engineering.,"['Quantum Computing', 'Advanced Deep Learning', 'Mass Transfer and Separation Processes']",0
I want to work on projects related to Glass materials for gamma ray shielding.,"['Microprocessor Technology', 'Statistical Analysis', 'Glass materials for gamma ray shielding']",1
I am passionate about Engineering Design & Ethics and want to explore more in this field.,"['Sports Analytics', 'Distributed System', 'Engineering Design & Ethics']",1
I am looking to enhance my skills in Advanced Energy Materials.,"['Semantic Web', 'Corrosion', 'Circuit and System Simulation']",0
I am interested in learning about Psychometrics and its applications.,"['Housing policy', 'Decarbonization strategies and Net-zero transition', 'Psychometrics']",1
I am looking to enhance my skills in Sustainable Energy & Environmental Sustainability.,"['Energy Optimization', 'Programming and Software: Python, C++, MATLAB,  The Robot Operating System, ROS 2.0, ROS-I', 'Computer Graphic']",0
I want to work on projects related to Engineering Mathematics IV.,"['Electronic Design and Testing', 'Computer Systems Engineering', 'Reinforcement Learning']",0
I want to work on projects related to Computer Interface.,"['Network and Communication', 'Biological Treatment', 'Numerical Methods']",0
I want to bated by Phase Change Materials and its potential to solve real-world problems.,"['Water Quality Prediction Models', 'Radiation processing of polymer and polymer blends', 'Computer Graphic']",0
I want to contribute to innovative solutions in Computer Architecture.,"['Chemical Engineering Lab I& II', 'Engineering Design & Ethics', 'Computer Architecture']",1
"I want to work on projects related to Intelligent Control: Neural Networks, Fuzzy Controller, expert Systems.","['Phase Change Materials', 'Hydrogen energy', 'Intelligent Control: Neural Networks, Fuzzy Controller, expert Systems']",1
I am passionate about Affordable housing and want to explore more in this field.,"['Design Project', 'Synthesis & development of 2D nanomaterials, composites, & intermetallic compounds', 'Affordable housing']",1
I want to contribute to innovative solutions in Structural mechanics.,"['Fault Tolerance', 'Automated Test and Measurement Systems', 'Structural mechanics']",1
I am eager tuild a career in Process integration and optimisation.,"['Microgrid/Smart Grid; Internet of Energy', 'Applications of ionising radiations in biomedicine and industry', 'Process integration and optimisation']",1
I am looking to enhance my skills in Deep Learning for Data Science.,"['Analog Electronics Devices', 'IoT Security', 'Theory of Automata']",0
I want to contribute to innovative solutions in Edge Computing.,"['Modelling and Control', 'Engineering Materials', 'Edge Computing']",1
I am fascino collaborate on research in Aerodynamic Performance Analysis.,"['Wireless sensor networks', 'Fuel & Combustion', 'Aerodynamic Performance Analysis']",1
I am fascino collaborate on research in Data modeling and analysis.,"['Financial Technology', 'Sustainable construction materials', 'Hydrogen energy']",0
I want to contribute to innovative solutions in Digital image forgery detection.,"['Hardware Security', 'Semiconductors for optoelectronic applications', 'Thermal Energy Storage']",0
I am fascino collaborate on research in Programming.,"['Data modeling and analysis', 'Materials & Manufacturing', 'Programming']",1
I am interested in learning about Technology for Neurodivergent and its applications.,"['Optoelectronics', 'Web Fundamentals and Programming', 'Technology for Neurodivergent']",1
I am passionate about Programming paradigms: functional and object-oriented and want to explore more in this field.,"['Radiological risks associated with Naturally Occurring Radioactive Materials (NORM)', 'Financial Technology', 'Programming paradigms: functional and object-oriented']",1
I want to work on projects related to Machine learning approaches.,"['Renewable energy', 'Deep Learning', 'Machine learning approaches']",1
I am fascino collaborate on research in Conversion of lignocellulosic biomass to fuel source.,"['Mass Transfer and Separation Processes', 'Radiation Shielding: Development of Pb free material for shielding of ionizing radiation', 'Conversion of lignocellulosic biomass to fuel source']",1
I want to gain hands-on experience in Advanced Topics in Computer Security.,"['Numerical solutions for non-linear pdes.', 'Blended and Collaborative Learning', 'Renewable energy']",0
I want to work on projects related to Energy Balance.,"['Social Media Analytics', 'Thermochemical Conversion Technology', 'Energy Balance']",1
I want to gain hands-on experience in Optical and radio communications.,"['Agro-industrial system optimisation', 'Epidemiology', 'GCM5001/ MRM5013/ RSM5010 Research Methodology']",0
I want to bated by Electrical and Electronic Engineering and its potential to solve real-world problems.,"['Carbon capture in construction materials', 'Energy Storage System; Battery Controller and Hybrid Electric Vehicle', 'Electrical and Electronic Engineering']",1
I want to bated by Distributed System and its potential to solve real-world problems.,"['Generative AI in Robotics: Creative Robotics, Social Robots, CoBots', 'Computational physics', 'Distributed System']",1
I want to work on projects related to Radioanalytical techniques for characterisation of media.,"['Biochemical Processes', 'Photonics', 'Algorithm Analysis and Design']",0
I am looking to enhance my skills in Big Data Analytics and Visualization.,"['Energy efficiency', 'BAA5043 Business Intelligence', 'Big Data Analytics and Visualization']",1
I am interested in learning about Mass Transfer and Separation Processes and its applications.,"['Explainable AI', 'Chemical Engineering', 'Mass Transfer and Separation Processes']",1
I want to gain hands-on experience in Reinforcement Learning.,"['Construction Technology', 'Statistics education', 'Microprocessor Technology']",0
I want to bated by Properties and Application of Materials and its potential to solve real-world problems.,"['Certified Hacking Forensic Investigator', 'Radiation Physics, Radiation Protection, Radiation Technology', 'Properties and Application of Materials']",1
I want to work on projects related to CHE2112 Chemical Engineering Laboratory 1.,"['Community Service for Planetary Health', 'Energy and environmental physics', 'CHE2112 Chemical Engineering Laboratory 1']",1
I am fascino collaborate on research in Marine Engineering.,"['Movement Detection', 'Big Data Analytics and Visualization', 'Marine Engineering']",1
I am interested in learning about Deep Learning for Data Science and its applications.,"['Urban Planning', 'Certified Ethical Hacking and Countermeasures', 'Earthquake engineering']",0
I am fascino collaborate on research in DevOps.,"['Power Electronics; Intelligent Inverter Controller; Custom Power Devices; Intelligent Embedded System', 'Computational intelligence', 'Data Analysis']",0
I am looking to enhance my skills in Ultrasound Indoor Localization.,"['Computational intelligence', 'Resource conservation via process integration techniques', 'Ultrasound Indoor Localization']",1
I am interested in learning about Air and Water Pollution and its applications.,"['Big Data Analytics and Visualization', 'Count data modelling', 'Air and Water Pollution']",1
I want to contribute to innovative solutions in Design of ionic liquids for carbon dioxide removal.,"['Business Analytics (Information Systems)', 'Intelligent Control: Neural Networks, Fuzzy Controller, expert Systems', 'Design of ionic liquids for carbon dioxide removal']",1
I am interested in learning about Decarbonization strategies and Net-zero transition and its applications.,"['Semiconductors for optoelectronic applications', 'Heat Transfer', 'Project Supervision - Individual, Group, Capstone, Research']",0
I want to gain hands-on experience in Polymer recycling.,"['Web Development, Capstone Project', 'LiFi and free space optics', 'Polymer recycling']",1
I want to work on projects related to Design of ionic liquids for carbon dioxide removal.,"['Energy Informatics', 'Design Project', 'Design of ionic liquids for carbon dioxide removal']",1
I want to work on projects related to Solar Cell Materials.,"['Technology adoption', 'Data Analytics using Python', 'Data Structures and Algorithms']",0
I am passionate about Supply Chain Management and want to explore more in this field.,"['Virtual and Modular Electronic Instrumentation and Measurement', 'Radiation Physics: Detection and removal of toxic metals in food and environmental samples', 'Internet of Things, Big-Data, Cloud Computing, and Data Center Networking']",0
I want to bated by Fastening technology and its potential to solve real-world problems.,"['Chemical Process Control', 'Visible Light Positioning', 'Data Mining and Knowledge Discovery']",0
I want to gain hands-on experience in Software Design and Architecture.,"['SDN', 'Autonomous Vehicles', 'Advanced Business Analytics and Visualization']",0
I am excited to explore the latest advancements in Industrial Automation.,"['Structural engineering', 'Modelling and Control', 'Industrial Automation']",1
I am passionate about Thermal Energy Storage and want to explore more in this field.,"['Malware analysis', 'Psychology and Cybersecurity', 'Software Project Management']",0
I want to gain hands-on experience in Material and energy balances.,"['Artificial intelligence for renewable energy', 'User Interface Design', 'Recommender Systems']",0
I am eager tuild a career in Separation Processes.,"['Automated Test and Measurement Systems', 'Energy storage system and renewable energy integration', 'Process design and optimization']",0
I am eager tuild a career in Solid Waste Management.,"['Smart Cities', 'User-Centered Systems Development', 'Solid Waste Management']",1
I am looking to enhance my skills in Design of Computer & Communication Systems..,"['Database', 'Individual Research Project.', 'Design of Computer & Communication Systems.']",1
"I am excited to explore the latest advancements in Safety, health and environment management.","['Computational Fluid Dynamic', 'Automated Test and Measurement Systems', 'Safety, health and environment management']",1
I am eager tuild a career in Engineering Mathematics IV.,"['Design of Computer & Communication Systems.', 'Aerodynamic Performance Analysis', 'Thermodynamics']",0
I am interested in learning about Catalyst and its applications.,"['Urban Poverty', 'Sustainable Development', 'Catalyst']",1
I am eager tuild a career in High-Performance Computing.,"['Energy Storage System; Battery Controller and Hybrid Electric Vehicle', 'Process Design and Simulation', 'Land use planning and optimisation']",0
"I want to bated by AI and Learning Algorithms: Machine Learning, Deep Learning and its potential to solve real-world problems.","['Solar Cell Materials', 'Networks', 'Process System Engineering']",0
I want to bated by Augmented Reality and its potential to solve real-world problems.,"['Water Quality Prediction Models', 'LiFi and free space optics', 'Engineering Physics']",0
I am looking to enhance my skills in Programming Paradigms.,"['Process & Food Engineering', 'Collaborative knowledge management', 'Programming Paradigms']",1
I am passionate about Energy system transition and want to explore more in this field.,"['Nuclear Energy: Studies of neutronic properties of Thorium fuel cycle for the next-generation nuclear reactor.', 'Organic Chemistry', 'Introduction to Environmental Engineering']",0
I am passionate about Requirements engineering and want to explore more in this field.,"['Research Project', 'Heat and Mass Transfer', 'Human-Robot Interaction']",0
I want to work on projects related to Robotics & Automated Systems: the Robot Operating System ROS.,"['Mass Transfer and Separation Processes', 'Biomass conversion technology', 'Formal Methods in Software Engineering']",0
I want to gain hands-on experience in Microgrid/Smart Grid; Internet of Energy.,"['Modern Physics', 'Engineering Diagnostic Tools', 'Microgrid/Smart Grid; Internet of Energy']",1
I am fascino collaborate on research in Solid Waste Management.,"['Cellular Networks', 'IoT Security, Privacy and ML', 'Solid Waste Management']",1
I want to work on projects related to Research Methodology.,"['Analog Electronics Devices', 'CO2 capture and utilization technology (adsorption process and electrochemical)', 'Introduction to Data Science using R']",0
I want to gain hands-on experience in CHE1034 Organic Chemistry.,"['Electrical Circuits', 'Virtual and Modular Electronic Instrumentation and Measurement', 'Human Computer Interaction']",0
I want to work on projects related to Communication Principles.,"['Physical Principles for Engineering & Technology', 'Model checking and Theorem proving', 'Communication Principles']",1
I am eager tuild a career in OOP.,"['Entrepreneurship', 'Project Preparation, Planning and Problem Solving', 'OOP']",1
I am looking to enhance my skills in Electrical circuits I & II.,"['Digital System', 'Robotic Process Automation', 'Energy Balance']",0
I am passionate about Mathematics and want to explore more in this field.,"['Brain Computer Interface', 'Virtual and Modular Electronic Instrumentation and Measurement', 'Mathematics']",1
I am passionate about Digital image processing and computer vision and want to explore more in this field.,"['Wireless Communications', 'Embedded Systems: for IoT applications', 'Digital image processing and computer vision']",1
I want to contribute to innovative solutions in Technology Transfer.,"['Python Programming', 'Astrophysics', 'Technology Transfer']",1
I want to contribute to innovative solutions in Robotics and Automatic System.,"['Digital Marketing', 'Physical Principles for Engineering & Technology', 'Robotics and Automatic System']",1
I want to bated by Hydrogen energy and its potential to solve real-world problems.,"['Digital transformation', 'LiFi and free space optics', 'Hydrogen energy']",1
I am passionate about Hardware Security and want to explore more in this field.,"['Data modeling and analysis', 'Electrical actuators, sensors and drives', 'Mobile computing']",0
I am eager tuild a career in Optical Fiber for sensing.,"['OOP', 'Predictive Analytics', 'Optical Fiber for sensing']",1
I am eager tuild a career in Introduction to Microcontroller.,"['Advanced Micro- Technologies', 'Data Mining and Knowledge Discovery', 'Environmental Science']",0
I am passionate about Processor Design and want to explore more in this field.,"['Affordable housing', 'Blended and Collaborative Learning', 'Processor Design']",1
I am eager tuild a career in Robotics.,"['Urban Poverty', 'AI applications for industrial optimization', 'Automated Test and Measurement Systems']",0
I am interested in learning about Big Data Analytics and Visualization and its applications.,"['Embedded Systems: for IoT applications', 'Tiny/Embedded Machine Learning', 'Big Data Analytics and Visualization']",1
I am passionate about Biomass conversion technology and want to explore more in this field.,"['Network and Communication', 'Process & Food Engineering', 'Phase Change Materials']",0
I want to gain hands-on experience in Introduction to Computer Applications.,"['Energy Storage System; Battery Controller and Hybrid Electric Vehicle', 'Object-orineted programming', 'Introduction to Computer Applications']",1
I am interested in learning about Resource conservation via process integration techniques and its applications.,"['Luminescence dosimetry', 'Electrical circuits I & II', 'Conversion of lignocellulosic biomass to fuel source']",0
I am looking to enhance my skills in Food Security.,"['Digital Forensics', 'Consumers Electronics System Design', 'Food Security']",1
I am looking to enhance my skills in Technology intervention for the Learning Disabilities and Neurodivergent.,"['Marine Engineering', 'Internet of Things', 'Technology intervention for the Learning Disabilities and Neurodivergent']",1
I am looking to enhance my skills in Sustainable Value Chain.,"['Electrical circuits I & II', 'Radiation Shielding: Development of Pb free material for shielding of ionizing radiation', 'Sustainable Value Chain']",1
I am passionate about Energy efficiency and want to explore more in this field.,"['Battery Energy Storage Management', 'Logic Design', 'Carbon dioxide capture and utilisation']",0
I am interested in learning about Certified Ethical Hacking and Countermeasures and its applications.,"['Thermodynamics', 'Quantum Computing', 'Certified Ethical Hacking and Countermeasures']",1
I want to gain hands-on experience in Physical Chemistry.,"['Logic Design', 'Advanced Computer Networks', 'Energy storage technologies']",0
I want to work on projects related to Applied Machine Learning.,"['Battery management system', 'Thermochemical Conversion Technology', 'Applied Machine Learning']",1
I am eager tuild a career in Industrial Internet of Things.,"['User Experience/ User Interface', 'Image and Signal Processing', 'Mathematics']",0
I am excited to explore the latest advancements in Statistics.,"['Earthquake engineering', 'Resource Recovery from Waste / Wastewater – Bioplastics and Bio-flocculants', 'Statistics']",1
"I want to work on projects related to Digital Signal Processing, Information Theory & Network Coding.","['Theory of Automata', 'Information Systems and Design', 'Digital Signal Processing, Information Theory & Network Coding']",1
I am passionate about Database and want to explore more in this field.,"['Affordable housing', 'Electromagnetic Theory', 'Database']",1
I am interested in learning about AI in Telecommunications and its applications.,"['Sustainable Energy & Environmental Sustainability', 'Advanced Business Analytics and Visualization', 'Industrial Automation']",0
I am passionate about LiFi and free space optics and want to explore more in this field.,"['Microalgae', 'AI applications for industrial optimization', 'Radioanalytical techniques for characterisation of media']",0
I am looking to enhance my skills in Material synthesis.,"['Thermoelectric', 'Business Information System', 'Chemical Engineering Group Project I']",0
I am excited to explore the latest advancements in E-Learning.,"['Industrial Internet of Things', 'Electrochromic Supercapacitor', 'E-Learning']",1
I want to contribute to innovative solutions in IoT Security.,"['Information Systems Management and Strategy', 'Mobile Commerce', 'Federated Learning']",0
I am interested in learning about Automated Test and Measurement Systems and its applications.,"['Sensors and embedded systems', 'Optical sensors and system', 'Automated Test and Measurement Systems']",1
I am fascino collaborate on research in Communication systems.,"['User Interface Design', 'Business Computing', 'Communication systems']",1
I am excited to explore the latest advancements in Operational optimisation for sustainability.,"['Digital Forensics', 'Programming for Data Science', 'Internet-of-things applications']",0
I want to bated by Cloud Computing Security and its potential to solve real-world problems.,"['Digital Logic', 'Human Computer Interaction', 'Conversion of lignocellulosic biomass to fuel source']",0
I want to work on projects related to Virtual and Modular Electronic Instrumentation and Measurement.,"['Software Project Management', 'Circuit and System Simulation', 'Communication systems']",0
I am interested in learning about Biological Treatment and its applications.,"['Software Enginnering', 'Game Development', 'Biological Treatment']",1
I want to gain hands-on experience in Technology intervention for the Learning Disabilities and Neurodivergent.,"['Wireless propagation and channel modelling', 'Chemical Engineering', 'IR.0, Connected Factories, Digital Twins, Cloud Robotics']",0
I am excited to explore the latest advancements in Hardware Security.,"['Statistical methods in data science', 'Materials & Manufacturing', 'Hardware Security']",1
"I want to work on projects related to Robotic, automation, control systems.","['Digital image processing and computer vision', 'Energy Engineering', 'Robotic, automation, control systems']",1
I am eager tuild a career in Energy policy.,"['Knowledge Graphs', 'Technology adoption', 'Energy policy']",1
I am eager tuild a career in Computer-Aided Design and Simulation.,"['User-Centered Systems Development', 'Machine learning approaches', 'Computer-Aided Design and Simulation']",1
I want to work on projects related to Activated carbon.,"['Concrete structure design', 'Chemical Engineering', 'Digital Logic']",0
I want to work on projects related to Green chemistry.,"['Individual Research Project.', 'Net Zero Strategy', 'Green chemistry']",1
I am eager tuild a career in Thin Film Nanomaterials.,"['Networks', 'Cellular Networks', 'Interactive arts / contents design']",0
I am excited to explore the latest advancements in Concrete technology.,"['Energy planning for greenhouse gases emission reduction', 'Energy Balance', 'Smart Grid; Distribution Network Communication']",0
I am looking to enhance my skills in Process design and optimization.,"['Mathematics', 'Artificial Neural Network', 'Cyber-Physical Systems']",0
I am interested in learning about Agile Methodologies and its applications.,"['Robotics and Automatic System', 'Advanced Fluid Dynamics', 'Programming Paradigms']",0
"I want to gain hands-on experience in IoT, its applications, and IoT Security.","['Programming for Engineers', 'IT Project Management', 'IoT, its applications, and IoT Security']",1
I am fascino collaborate on research in Agricultural Technology.,"['Electrical actuators, sensors and drives', 'Data Communication and Networking', 'Agricultural Technology']",1
I want to contribute to innovative solutions in Radiation physics.,"['Radiation Dosimetry: Development of carbon dosimeter.', 'Optical sensors and system', 'IoT, its applications, and IoT Security']",0
"I am fascino collaborate on research in IoT, its applications, and IoT Security.","['Mobile App Development', 'Semantic Web', 'Mobile system']",0
I am eager tuild a career in Decarbonization strategies and Net-zero transition.,"['AI for Healthcare', 'CO2 capture and utilization technology (adsorption process and electrochemical)', 'Decarbonization strategies and Net-zero transition']",1
I am passionate about Hydrology & Hydraulic Engineering and want to explore more in this field.,"['Green and Sustainable Extraction of Bioactive Compounds', 'Modern Physics', 'Data Communication and Networking']",0
I am fascino collaborate on research in Vibrations.,"['Renewable energy', 'Network and Information Security', 'Engineering Mathematics IV']",0
I am excited to explore the latest advancements in Process synthesis and design.,"['SDN', 'Sustainable Engineering Design & Design and Innovation', 'Land use planning and optimisation']",0
I want to bated by Engineering Project Management and Supervision and its potential to solve real-world problems.,"['Microgrid/Smart Grid; Internet of Energy', 'AI in Telecommunications', 'Chemical Engineering Lab I& II']",0
I want to work on projects related to Ethical Hacking and Penetration Testing.,"['Antenna and Propagation', 'Antenna Designs and Implantable Antennas', 'Ethical Hacking and Penetration Testing']",1
I am passionate about Engineering drawing and want to explore more in this field.,"['Digital Signal Processing and Generation', 'Programming for Data Science', 'Engineering drawing']",1
I want to contribute to innovative solutions in Brain Computer Interface.,"['Power Electronics', 'Business Intelligence', 'WEB1201/ WEB2014 Web Fundamentals']",0
I am looking to enhance my skills in Construction Technology.,"['Housing planning and Development', 'Electronic Design and Testing', 'Dynamics and Control']",0
I am interested in learning about Biomass processing and integrated biorefineries and its applications.,"['Big Data Analytics and Visualization', 'Sustainable Value Chain', 'Biomass processing and integrated biorefineries']",1
I am interested in learning about Data Analytics using Python and its applications.,"['Startup Foundry', 'Radiation and Medical Physics', 'Data Analytics using Python']",1
I want to bated by Natural Language Processing and its potential to solve real-world problems.,"['Startup Foundry', 'AI applications in robotics', 'Business Computing']",0
I want to gain hands-on experience in Software Defined Networking.,"['Sports Engineering and Performance Analysis', 'Electrical Circuits', 'Software Defined Networking']",1
I am interested in learning about Ultrasound Indoor Localization and its applications.,"['Decarbonization strategies and Net-zero transition', 'Numerical solutions for non-linear pdes.', 'Electrical circuits I & II']",0
I want to gain hands-on experience in Tiny/Embedded Machine Learning.,"['Optical Fiber Communications', 'User Experience/ User Interface', 'Tiny/Embedded Machine Learning']",1
I am passionate about Java Programming and want to explore more in this field.,"['Requirements engineering', 'Dynamic Simulation', 'Internet-of-things applications']",0
I am interested in learning about Thermodynamics and its applications.,"['Final Year Project', 'Context-awareness', 'Programming Fundamentals']",0
I want to bated by Networking Principles and its potential to solve real-world problems.,"['Thermochemical Treatment', 'Information Technology Operation Management', 'Bioremediation Engineering']",0
I am eager tuild a career in Eutectic Phase Change Materials.,"['Virtual Reality', 'Mobile computing', 'Mobile programming']",0
I want to bated by Catalyst and its potential to solve real-world problems.,"['Mobile App Development', 'Mobile applications', 'Glass materials for gamma ray shielding']",0
I want to work on projects related to Social Media Analytics.,"['e-learning, e-commerce, e-health, games, Art & Design', 'Electrical circuits I & II', 'Social Media Analytics']",1
I am passionate about Sustainable Development and want to explore more in this field.,"['Optical sensors and system', 'Movement Detection', 'Sustainable Development']",1
I want to gain hands-on experience in Process Control.,"['Numerical Methods', 'AI applications for industrial optimization', 'Materials & Manufacturing']",0
I want to work on projects related to Software Engineering & Development.,"['Data Structures and Algorithms', 'Energy Engineering', 'Multimodal communications']",0
I want to bated by Engineering Design & Ethics and its potential to solve real-world problems.,"['Digital Hardware Design', 'OOP', 'Social Media Analytics']",0
I want to contribute to innovative solutions in Solid state.,"['Applications of ionising radiations in biomedicine and industry', 'Additive Manufacturing', 'Solid state']",1
I am eager tuild a career in Introduction to Environmental Engineering.,"['Interactive arts / contents design', 'Business Intelligence', 'Introduction to Environmental Engineering']",1
I want to contribute to innovative solutions in Cognitive Science.,"['Bioremediation Engineering', 'Generative AI ethics and management', 'Cognitive Science']",1
I want to bated by Advanced Software System Design and Architecture and its potential to solve real-world problems.,"['Green solvent', 'Wireless sensor networks', 'Energy policy']",0
I want to bated by Process synthesis and design and its potential to solve real-world problems.,"['Business Intelligence', 'Mobile computing', 'Digital Forensics']",0
I want to work on projects related to Web development.,"['Introduction to Data Science using R', 'Robotics', 'Optical Fiber Communications']",0
I am looking to enhance my skills in Land use planning and optimisation.,"['Industrial Automation', 'Human Computer Interaction', 'Land use planning and optimisation']",1
I am fascino collaborate on research in Data Science.,"['Digital Signal Processing and Generation', 'Preparation of Binary and Ternay Nanocomposite Based and Conductive Polymers, Carbonaceouse Materials and Inorganic Nanostructures', 'Data Science']",1
"I am fascino collaborate on research in Engineering Education, Impact of Technology on Society, Creative Robotics.","['NLP', 'Brain Computer Interface', 'Engineering Education, Impact of Technology on Society, Creative Robotics']",1
I am looking to enhance my skills in Data Visualization.,"['Thermoelectric', 'Carbon dioxide capture and utilisation', 'Electromagnetic Fields & Waves']",0
I am excited to explore the latest advancements in Hydrological Cycle Analysis.,"['Mobile Technology with Learning Disabilities People', 'Empirical Software Engineering', 'Predictive Analytics']",0
I want to contribute to innovative solutions in Wireless Communications.,"['Data modeling and analysis', 'Identification Technology', 'Wireless Communications']",1
I want to contribute to innovative solutions in Collaborative knowledge management.,"['Surface & material Characterization', 'Microprocessor Technology', 'BAA5043 Business Intelligence']",0
I am excited to explore the latest advancements in Analog Electronics Devices.,"['Reactors and Catalysis', 'Smart Cities', 'Analog Electronics Devices']",1
I want to bated by Cognitive Science and its potential to solve real-world problems.,"['Photonics', 'Reactors and Catalysis', 'Cognitive Science']",1
I am fascino collaborate on research in Space Exploration.,"['CO2 capture and utilization technology (adsorption process and electrochemical)', 'Solid Waste Management', '3D Printing']",0
I want to gain hands-on experience in UI/UX Design Development.,"['Green Computing', 'Fastening technology', 'UI/UX Design Development']",1
I want to gain hands-on experience in Industrial Internet of Things.,"['Computer Interface', 'Electrical circuits I & II', 'Industrial Internet of Things']",1
I am interested in learning about Agricultural Technology and its applications.,"['Digital Signal Processing and Generation', 'Advanced Energy Materials', 'Information Security tools']",0
I want to work on projects related to Concurrent Programming.,"['Digital Signal Processing, Information Theory & Network Coding', 'Radioanalytical techniques for characterisation of media', 'Concurrent Programming']",1
I am excited to explore the latest advancements in Chemistry I.,"['Resource conservation via process integration techniques', 'Operating Systems', 'Control Systems']",0
I am fascino collaborate on research in Engineering Project Management and Supervision.,"['Bamboo structures', 'Carbon dioxide capture and utilisation', 'Virtual and Modular Electronic Instrumentation and Measurement']",0
I am looking to enhance my skills in Computational physics.,"['Battery state estimation', 'Game Development', 'Engineers in Society']",0
I am excited to explore the latest advancements in Low carbon cements.,"['Fundamental Electronics and Electrical', 'Multimedia', 'Process Control and Instrumentation']",0
I am fascino collaborate on research in Mathematics.,"['Resource Recovery from Waste / Wastewater – Bioplastics and Bio-flocculants', 'Carbon dioxide capture and utilisation', 'Microalgae']",0
I am excited to explore the latest advancements in Individual Research Project..,"['Dynamics and Control', 'Design Project', 'Marine Engineering']",0
I am eager tuild a career in Radiation Shielding: Development of Pb free material for shielding of ionizing radiation.,"['Lithium-ion battery', 'Data Communication and Networking', 'Radiation Physics: Detection and removal of toxic metals in food and environmental samples']",0
I want to bated by UI/UX Design Development and its potential to solve real-world problems.,"['Wearable Technology', 'Image and Signal Processing', 'Device-to-Device Communication']",0
I am passionate about Nuclear Energy: Studies of neutronic properties of Thorium fuel cycle for the next-generation nuclear reactor. and want to explore more in this field.,"['Sustainable Energy Advancements', 'Mechanical Engineering', 'Rubber recycling']",0
I am excited to explore the latest advancements in Information and Data Analytics.,"['Physical Chemistry', 'Microprocessor and Interfacing Techniques', 'Cryptography']",0
I want to contribute to innovative solutions in Programming Languages.,"['Model checking and Theorem proving', 'Energy system transition', 'Information Systems Management and Strategy']",0
I want to contribute to innovative solutions in Device-to-Device Communication.,"['Vibrations', 'Radiation processing of polymer and polymer blends', 'Renewable Energy System Management']",0
I am eager tuild a career in Human-Computer Interaction / Future Interaction Design.,"['Nanoparticles', 'Energy Management System; Energy Transition; Power Quality', 'Energy policy']",0
I am eager tuild a career in Electrochromic Supercapacitor.,"['Control Systems', 'Intelligent Control: Neural Networks, Fuzzy Controller, expert Systems', '3D Printing of Green Polymers and Green Concrete']",0
